MODOPRIN,FE_VIA,CRITERIOBR
Outros,1.0,B1
Outros,1.0,B1
A pe,138.586575,A
A pe,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
A pe,97.522495,A
A pe,97.522495,A
A pe,97.522495,A
A pe,97.522495,A
A pe,240.318377,A
A pe,240.318377,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
A pe,138.586575,B1
A pe,138.586575,B1
A pe,138.586575,B1
A pe,138.586575,B1
Metro,138.586575,B1
Metro,138.586575,B1
Onibus,214.491109,B1
A pe,197.151908,B1
A pe,197.151908,B1
Trem,242.749135,B1
Onibus,214.491109,B1
Metro,138.586575,B1
Metro,138.586575,B1
Carro,138.586575,A
Carro,138.586575,A
Outros,1.0,A
Carro,138.586575,B2
Carro,138.586575,B2
Carro,197.151908,B2
Carro,197.151908,B2
Carro,138.586575,B1
Carro,138.586575,B1
Carro,138.586575,B1
Carro,138.586575,B1
Carro,138.586575,B1
Carro,138.586575,B1
Carro,119.064164,B1
Carro,119.064164,B1
Outros,1.0,B1
Onibus,129.53566999999998,B2
Onibus,129.53566999999998,B2
Outros,1.0,B2
Taxi,119.064164,A
Taxi,119.064164,A
Taxi,119.064164,A
Taxi,119.064164,A
A pe,197.151908,B2
A pe,197.151908,B2
Onibus,214.491109,B2
Onibus,214.491109,B2
A pe,197.151908,B2
A pe,197.151908,B2
Onibus,214.491109,B2
Onibus,214.491109,B2
A pe,262.294841,B2
A pe,262.294841,B2
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,138.586575,A
Carro,97.522495,A
Taxi,97.522495,A
Carro,240.318377,A
Escolar,240.318377,A
Fretado,138.586575,B2
Fretado,138.586575,B2
Carro,197.151908,B2
Outros,1.0,B2
Onibus,129.53566999999998,C1
Onibus,129.53566999999998,C1
Taxi,197.151908,C1
Taxi,97.522495,C1
Carro,138.586575,B1
Carro,138.586575,B1
Onibus,214.491109,B1
Onibus,214.491109,B1
Outros,1.0,B1
Carro,88.371306,A
Carro,88.371306,A
Carro,88.371306,A
Carro,88.371306,A
Carro,76.37277900000001,A
Carro,76.37277900000001,A
Carro,76.37277900000001,A
Carro,76.37277900000001,A
Outros,1.0,A
Onibus,96.143424,A
Onibus,96.143424,A
Carro,113.006633,A
Metro,113.006633,A
Carro,76.37277900000001,A
Carro,76.37277900000001,A
Carro,76.37277900000001,A
Onibus,122.945389,A
Onibus,122.945389,A
Carro,76.37277900000001,A
Carro,76.37277900000001,A
Carro,76.37277900000001,A
Carro,76.37277900000001,A
A pe,76.37277900000001,B2
A pe,76.37277900000001,B2
A pe,76.37277900000001,B2
A pe,76.37277900000001,B2
A pe,135.157733,B2
A pe,135.157733,B2
A pe,107.008224,B2
A pe,107.008224,B2
A pe,76.37277900000001,B2
A pe,76.37277900000001,B2
A pe,76.37277900000001,B2
A pe,76.37277900000001,B2
Onibus,83.08964499999999,B2
Onibus,83.08964499999999,B2
Carro,76.37277900000001,B1
Carro,76.37277900000001,B1
Carro,76.37277900000001,B1
Carro,76.37277900000001,B1
Carro,88.371306,B1
Carro,88.371306,B1
Carro,88.371306,B1
Carro,88.371306,B1
Carro,88.371306,B1
Carro,76.37277900000001,B1
Carro,76.37277900000001,B1
Carro,76.37277900000001,B1
Carro,76.37277900000001,B1
Carro,135.157733,B1
Carro,135.157733,B1
Carro,135.157733,B1
Carro,135.157733,B1
Carro,135.157733,B1
Onibus,83.08964499999999,B1
Onibus,83.08964499999999,B1
Carro,76.37277900000001,B1
Carro,76.37277900000001,B1
Carro,89.86044100000001,B1
Carro,89.86044100000001,B1
Onibus,122.945389,B1
Onibus,122.945389,B1
Carro,76.37277900000001,A
Carro,76.37277900000001,A
Onibus,96.143424,B2
Onibus,96.143424,B2
Onibus,96.143424,B2
Onibus,96.143424,B2
Onibus,83.08964499999999,B2
Onibus,83.08964499999999,B2
Carro,76.37277900000001,B1
Carro,76.37277900000001,B1
Onibus,83.08964499999999,B1
Onibus,83.08964499999999,B1
Onibus,97.763526,B1
Onibus,97.763526,B1
Onibus,83.08964499999999,A
Onibus,83.08964499999999,A
A pe,76.37277900000001,A
A pe,76.37277900000001,A
A pe,76.37277900000001,A
A pe,76.37277900000001,A
Carro,62.661928,B2
Carro,62.661928,B2
Outros,1.0,C1
A pe,89.86044100000001,C1
A pe,89.86044100000001,C1
A pe,89.86044100000001,C1
A pe,89.86044100000001,C1
Outros,1.0,C1
Carro,54.154067000000005,B1
A pe,54.154067000000005,B1
A pe,54.154067000000005,B1
Carro,54.154067000000005,B1
Outros,1.0,B1
Onibus,69.321721,B1
Onibus,69.321721,B1
Carro,54.154067000000005,A
Carro,54.154067000000005,A
Taxi,54.154067000000005,B2
Taxi,54.154067000000005,B2
Outros,1.0,B2
A pe,54.154067000000005,A
A pe,54.154067000000005,A
A pe,54.154067000000005,A
A pe,54.154067000000005,A
Carro,54.154067000000005,A
Carro,54.154067000000005,A
Carro,54.154067000000005,A
Carro,54.154067000000005,A
A pe,75.87691,A
A pe,75.87691,A
Onibus,69.321721,C1
Onibus,69.321721,C1
Outros,1.0,A
Carro,62.661928,A
Carro,62.661928,A
Carro,54.154067000000005,B1
Carro,54.154067000000005,B1
Outros,1.0,B1
Carro,54.154067000000005,B1
Carro,54.154067000000005,B1
Onibus,58.91683199999999,B2
Onibus,58.91683199999999,B2
Outros,1.0,B2
Carro,54.154067000000005,B2
A pe,54.154067000000005,B2
A pe,54.154067000000005,B2
Carro,54.154067000000005,B2
Taxi,63.717837,B2
Taxi,63.717837,B2
A pe,63.717837,B2
A pe,63.717837,B2
Carro,54.154067000000005,A
Carro,54.154067000000005,A
Outros,1.0,A
Escolar,75.87691,A
Escolar,75.87691,A
Onibus,69.321721,A
Onibus,69.321721,A
Onibus,58.91683199999999,C1
Onibus,58.91683199999999,C1
Outros,1.0,A
Carro,54.154067000000005,A
Carro,54.154067000000005,A
Carro,63.717837,B1
Carro,63.717837,B1
Onibus,69.321721,B1
Onibus,69.321721,B1
Carro,54.154067000000005,B2
Carro,54.154067000000005,B2
Carro,54.154067000000005,B2
Carro,54.154067000000005,B2
Carro,54.154067000000005,B1
Carro,54.154067000000005,B1
Carro,54.154067000000005,B1
Carro,54.154067000000005,B1
Outros,1.0,C1
Carro,54.154067000000005,B1
Carro,54.154067000000005,B1
Moto,54.154067000000005,B1
Moto,54.154067000000005,B1
Carro,54.154067000000005,C1
Carro,54.154067000000005,C1
A pe,54.154067000000005,C1
A pe,54.154067000000005,C1
A pe,80.130235,C1
A pe,80.130235,C1
Onibus,87.177563,C1
Onibus,87.177563,C1
Onibus,58.91683199999999,C1
Onibus,58.91683199999999,C1
Escolar,75.87691,C1
Escolar,75.87691,C1
Escolar,75.87691,C1
Escolar,75.87691,C1
Outros,1.0,C1
Moto,54.154067000000005,A
Moto,54.154067000000005,A
Outros,1.0,A
Outros,1.0,A
Carro,54.154067000000005,A
Carro,54.154067000000005,A
Taxi,62.661928,A
Taxi,62.661928,A
Taxi,62.661928,A
Taxi,62.661928,A
Onibus,68.172946,C2
Onibus,68.172946,C2
Outros,1.0,C2
Carro,54.154067000000005,A
Carro,54.154067000000005,A
Carro,54.154067000000005,A
Carro,54.154067000000005,A
Carro,54.154067000000005,A
Carro,54.154067000000005,A
Escolar,75.87691,A
Escolar,75.87691,A
Carro,75.87691,A
Carro,75.87691,A
A pe,54.154067000000005,B1
A pe,54.154067000000005,B1
Carro,54.154067000000005,B1
Carro,54.154067000000005,B1
Carro,54.154067000000005,B1
Carro,54.154067000000005,B1
Carro,54.154067000000005,B1
Carro,54.154067000000005,B1
Carro,54.154067000000005,B1
Carro,54.154067000000005,B1
Onibus,58.91683199999999,B2
Onibus,58.91683199999999,B2
Carro,75.87691,B2
Carro,75.87691,B2
Carro,54.154067000000005,B2
Carro,54.154067000000005,B2
Carro,54.154067000000005,B2
Carro,54.154067000000005,B2
Carro,54.154067000000005,B2
Carro,54.154067000000005,B2
Outros,1.0,C1
Onibus,58.91683199999999,B2
Onibus,58.91683199999999,B2
Carro,54.154067000000005,B2
Carro,54.154067000000005,B2
Onibus,69.321721,ND
Onibus,69.321721,ND
Outros,1.0,ND
Outros,1.0,B2
Outros,1.0,B2
Fretado,76.37277900000001,B2
Fretado,76.37277900000001,B2
Fretado,76.37277900000001,B2
Fretado,76.37277900000001,B2
Onibus,58.91683199999999,A
Onibus,58.91683199999999,A
Outros,1.0,A
Carro,62.661928,B2
Carro,62.661928,B2
Carro,54.154067000000005,ND
Carro,54.154067000000005,ND
Carro,54.154067000000005,ND
Carro,54.154067000000005,ND
A pe,54.154067000000005,ND
A pe,54.154067000000005,ND
Carro,54.154067000000005,ND
Carro,75.87691,ND
Escolar,75.87691,ND
Onibus,69.321721,ND
A pe,63.717837,ND
Onibus,69.321721,ND
Carro,62.661928,ND
Carro,62.661928,ND
Outros,1.0,ND
Carro,54.154067000000005,ND
Carro,54.154067000000005,ND
Outros,1.0,B2
Carro,76.37277900000001,B2
Carro,76.37277900000001,B2
Onibus,83.08964499999999,B2
Onibus,83.08964499999999,B2
Onibus,97.763526,B2
Metro,89.86044100000001,B2
Metro,89.86044100000001,B2
Taxi,80.130235,C1
Taxi,80.130235,C1
Onibus,58.91683199999999,B2
Onibus,58.91683199999999,B2
Outros,1.0,B2
Carro,54.154067000000005,B2
A pe,54.154067000000005,B2
A pe,54.154067000000005,B2
Carro,54.154067000000005,B2
Carro,54.154067000000005,A
Carro,54.154067000000005,A
Carro,54.154067000000005,A
Carro,54.154067000000005,A
Carro,54.154067000000005,A
Carro,54.154067000000005,A
Carro,54.154067000000005,A
Carro,54.154067000000005,A
Onibus,69.321721,A
Onibus,69.321721,A
Onibus,58.91683199999999,A
Onibus,58.91683199999999,A
Carro,95.837037,A
Carro,95.837037,A
A pe,54.154067000000005,B2
A pe,54.154067000000005,B2
Onibus,58.91683199999999,B2
Onibus,58.91683199999999,B2
Onibus,58.91683199999999,B2
Onibus,58.91683199999999,B2
Onibus,82.550165,B2
Onibus,82.550165,B2
A pe,75.87691,B2
A pe,75.87691,B2
Carro,54.154067000000005,ND
Carro,54.154067000000005,ND
Carro,54.154067000000005,ND
Carro,54.154067000000005,ND
Carro,54.154067000000005,ND
Carro,54.154067000000005,ND
A pe,54.154067000000005,B1
A pe,54.154067000000005,B1
A pe,54.154067000000005,B1
A pe,54.154067000000005,B1
A pe,54.154067000000005,B1
A pe,54.154067000000005,B1
A pe,95.837037,B1
A pe,95.837037,B1
Carro,54.154067000000005,B2
Carro,54.154067000000005,B2
Onibus,58.91683199999999,B2
Onibus,58.91683199999999,B2
A pe,54.154067000000005,B2
A pe,54.154067000000005,B2
A pe,63.717837,B2
A pe,63.717837,B2
Escolar,75.87691,B2
Escolar,75.87691,B2
Escolar,75.87691,B2
Escolar,75.87691,B2
Onibus,58.91683199999999,ND
A pe,54.154067000000005,ND
A pe,54.154067000000005,ND
Onibus,58.91683199999999,ND
Onibus,58.91683199999999,ND
Onibus,58.91683199999999,ND
Outros,1.0,A
Outros,1.0,A
Carro,54.154067000000005,A
Carro,54.154067000000005,A
Outros,1.0,B2
A pe,54.154067000000005,ND
A pe,54.154067000000005,ND
A pe,63.717837,ND
Metro,63.717837,ND
Metro,63.717837,ND
Carro,54.154067000000005,B1
Carro,54.154067000000005,B1
Carro,54.154067000000005,B1
Carro,54.154067000000005,B1
Outros,1.0,B1
Carro,54.154067000000005,B2
Carro,54.154067000000005,B2
Carro,54.154067000000005,B2
Carro,54.154067000000005,B2
Carro,54.154067000000005,B2
Carro,54.154067000000005,B2
Carro,54.154067000000005,B2
Carro,54.154067000000005,B2
Carro,75.87691,B2
Carro,75.87691,B2
Carro,95.837037,B2
Carro,95.837037,B2
Carro,95.837037,B2
Carro,95.837037,B2
A pe,54.154067000000005,B2
A pe,54.154067000000005,B2
A pe,54.154067000000005,B2
A pe,54.154067000000005,B2
A pe,75.345147,C1
A pe,75.345147,C1
A pe,75.345147,C1
A pe,75.345147,C1
A pe,75.345147,C1
A pe,75.345147,C1
Taxi,78.43673100000001,C1
Taxi,78.43673100000001,C1
A pe,90.988626,C1
A pe,90.988626,C1
A pe,90.988626,C1
A pe,90.988626,C1
A pe,78.43673100000001,C1
A pe,78.43673100000001,C1
Bike,113.771638,C1
Bike,113.771638,C1
Outros,1.0,C1
Outros,1.0,C1
Outros,1.0,D-E
A pe,106.130713,D-E
A pe,106.130713,D-E
Moto,135.680929,A
Moto,135.680929,A
Outros,1.0,A
Onibus,147.613853,B2
Onibus,147.613853,B2
Outros,1.0,C1
Outros,1.0,C1
Carro,135.680929,A
Carro,135.680929,A
Outros,1.0,A
Outros,1.0,A
Carro,135.680929,B2
Carro,135.680929,B2
Carro,135.680929,B2
Carro,135.680929,B2
Carro,135.680929,B2
Carro,157.39336799999998,B2
A pe,157.39336799999998,B2
Carro,157.39336799999998,B2
Outros,1.0,B2
Outros,1.0,B2
Escolar,157.39336799999998,B2
Escolar,157.39336799999998,B2
Escolar,106.65503,B2
Escolar,106.65503,B2
Escolar,157.39336799999998,B2
Escolar,157.39336799999998,B2
Carro,135.680929,B2
Carro,135.680929,B2
Carro,135.680929,B2
Carro,135.680929,B2
A pe,135.680929,B2
A pe,135.680929,B2
Carro,157.39336799999998,B2
A pe,157.39336799999998,B2
A pe,183.586357,B2
A pe,183.586357,B2
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,B2
Carro,196.496534,B2
Carro,196.496534,B2
Carro,135.680929,B1
Carro,135.680929,B1
Onibus,147.613853,C2
Onibus,147.613853,C2
Outros,1.0,C2
Outros,1.0,C2
Metro,135.680929,B2
Metro,135.680929,B2
Outros,1.0,B2
Outros,1.0,C1
Outros,1.0,C1
Outros,1.0,B2
Outros,1.0,B2
Escolar,157.39336799999998,B2
Escolar,157.39336799999998,B2
Taxi,106.65503,B2
Escolar,106.65503,B2
Outros,1.0,B2
Taxi,135.680929,B2
Onibus,147.613853,B2
Onibus,147.613853,B2
Outros,1.0,A
Carro,135.680929,A
Carro,135.680929,A
Carro,130.333066,C1
Carro,130.333066,C1
Outros,1.0,C1
Outros,1.0,C1
Onibus,147.613853,B1
Onibus,147.613853,B1
Carro,135.680929,B1
Carro,135.680929,B1
Onibus,199.732489,B1
Onibus,199.732489,B1
Outros,1.0,C1
Outros,1.0,C1
Outros,1.0,C1
Carro,38.320119,B2
Carro,38.320119,B2
Carro,38.320119,B2
Carro,38.320119,B2
Carro,38.320119,B2
Carro,38.320119,B2
Carro,38.320119,B2
Carro,51.849962,B2
Onibus,56.410085,B2
A pe,55.49616,B2
A pe,55.49616,B2
Carro,36.809731,B2
Carro,36.809731,B2
Carro,38.320119,B2
Carro,38.320119,B2
Outros,1.0,B2
Carro,38.320119,B2
Carro,38.320119,B2
Outros,1.0,B2
Carro,38.320119,B2
Carro,38.320119,B2
Carro,36.809731,B2
Onibus,40.047089,B2
Metro,36.809731,B2
Onibus,40.047089,B2
Onibus,40.047089,B2
Outros,1.0,B2
Carro,38.320119,C1
Carro,38.320119,C1
Carro,38.320119,C1
Carro,38.320119,C1
Outros,1.0,C1
Carro,51.849962,C1
Carro,51.849962,C1
Outros,1.0,C1
Carro,38.320119,A
Carro,38.320119,A
Carro,38.320119,A
Carro,38.320119,A
A pe,51.849962,A
A pe,51.849962,A
Carro,38.320119,B2
Carro,38.320119,B2
Outros,1.0,B2
Carro,38.320119,B2
Carro,38.320119,B2
A pe,38.320119,B2
A pe,38.320119,B2
Outros,1.0,A
Carro,38.320119,A
Carro,38.320119,A
Outros,1.0,B2
Carro,38.320119,B1
Carro,38.320119,B1
Carro,38.320119,B1
A pe,38.320119,B2
A pe,38.320119,B2
Carro,38.320119,B2
Carro,38.320119,B2
Carro,135.680929,B2
Carro,135.680929,B2
Outros,1.0,B2
Taxi,55.49616,C1
Taxi,55.49616,C1
Taxi,55.49616,C1
Taxi,55.49616,C1
Outros,1.0,C2
Outros,1.0,C2
A pe,38.320119,C2
A pe,38.320119,C2
Carro,38.320119,B2
Carro,38.320119,B2
Carro,55.49616,B1
Carro,55.49616,B1
A pe,38.320119,B1
A pe,38.320119,B1
Carro,36.809731,B1
Carro,36.809731,B1
Carro,38.320119,B1
Carro,38.320119,B1
Carro,38.320119,B1
Carro,38.320119,B1
Onibus,40.047089,B2
Onibus,40.047089,B2
Moto,38.320119,B2
Moto,38.320119,B2
Taxi,130.333066,B2
Taxi,130.333066,B2
Taxi,135.680929,B2
Taxi,135.680929,B2
Outros,1.0,B2
Carro,38.320119,B2
Carro,38.320119,B2
A pe,38.320119,B2
A pe,38.320119,B2
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,B1
Carro,38.320119,B1
Carro,38.320119,B1
A pe,38.320119,B1
A pe,38.320119,B1
Carro,38.320119,B1
Onibus,41.690313,B1
Onibus,41.690313,B1
Metro,38.320119,B1
Metro,38.320119,B1
Outros,1.0,D-E
Outros,1.0,D-E
Outros,1.0,B2
Onibus,85.33511800000001,B2
Onibus,85.33511800000001,B2
Metro,75.345147,B2
Metro,75.345147,B2
Outros,1.0,B2
Outros,1.0,B2
Outros,1.0,B2
Fretado,38.320119,B1
Fretado,38.320119,B1
Taxi,38.320119,B1
Taxi,38.320119,B1
Escolar,44.452324,B1
Escolar,44.452324,B1
Escolar,44.452324,B1
Escolar,44.452324,B1
Carro,135.680929,C2
Carro,135.680929,C2
Outros,1.0,C2
Outros,1.0,B1
Carro,135.680929,B1
Carro,135.680929,B1
Carro,135.680929,B2
Carro,135.680929,B2
Carro,130.333066,B2
Carro,130.333066,B2
Outros,1.0,C1
Taxi,130.333066,C1
Onibus,141.795654,C1
Outros,1.0,C1
Onibus,147.613853,B2
Onibus,147.613853,B2
Outros,1.0,B2
Carro,135.680929,B2
Carro,135.680929,B2
Carro,157.39336799999998,B2
Carro,157.39336799999998,B2
Carro,135.680929,B2
Carro,135.680929,B2
Taxi,135.680929,B2
Taxi,135.680929,B2
Outros,1.0,B1
Outros,1.0,B1
Carro,135.680929,B1
Carro,135.680929,B1
Moto,135.680929,B2
Moto,135.680929,B2
Outros,1.0,B2
A pe,157.39336799999998,B2
A pe,157.39336799999998,B2
Carro,135.680929,B2
Carro,135.680929,B2
Outros,1.0,B2
Carro,135.680929,B2
Carro,135.680929,B2
Carro,135.680929,B2
Carro,135.680929,B2
Outros,1.0,B2
Onibus,147.613853,A
Onibus,147.613853,A
Metro,135.680929,A
Metro,135.680929,A
Outros,1.0,A
A pe,135.680929,C2
A pe,135.680929,C2
A pe,183.586357,C2
A pe,183.586357,C2
A pe,130.333066,C2
A pe,130.333066,C2
A pe,157.39336799999998,C2
A pe,157.39336799999998,C2
Escolar,157.39336799999998,C2
Escolar,157.39336799999998,C2
Carro,135.680929,B2
Carro,135.680929,B2
Outros,1.0,C1
Onibus,147.613853,C1
Onibus,147.613853,C1
Escolar,157.39336799999998,C1
Escolar,157.39336799999998,C1
Carro,135.680929,B2
Carro,135.680929,B2
Metro,135.680929,B2
Metro,135.680929,B2
Escolar,157.39336799999998,B2
Escolar,157.39336799999998,B2
Escolar,106.65503,B2
Escolar,106.65503,B2
Outros,1.0,C1
A pe,135.680929,C1
A pe,135.680929,C1
Onibus,41.690313,B2
Onibus,41.690313,B2
Onibus,40.047089,B2
Onibus,40.047089,B2
Outros,1.0,ND
Onibus,40.047089,B2
Onibus,40.047089,B2
Taxi,36.809731,B2
Carro,38.320119,B2
Carro,38.320119,B2
Outros,1.0,B2
A pe,38.320119,B2
A pe,38.320119,B2
A pe,38.320119,B2
A pe,38.320119,B2
A pe,38.320119,B2
A pe,38.320119,B2
A pe,38.320119,B2
A pe,38.320119,B2
Outros,1.0,B2
Outros,1.0,C2
Outros,1.0,C2
Carro,38.320119,B2
Carro,38.320119,B2
Outros,1.0,B2
Carro,36.809731,B2
Carro,36.809731,B2
Outros,1.0,B2
Taxi,55.49616,C1
Outros,1.0,B2
Outros,1.0,B2
Onibus,147.613853,B2
Onibus,147.613853,B2
Taxi,38.320119,C1
Taxi,38.320119,B2
Taxi,38.320119,B2
Carro,38.320119,B2
Carro,38.320119,B2
Onibus,40.047089,C2
Onibus,40.047089,C2
Onibus,40.047089,C2
A pe,38.320119,B2
A pe,38.320119,B2
A pe,38.320119,B2
A pe,38.320119,B2
A pe,38.320119,B2
A pe,38.320119,B2
Carro,38.320119,B2
Carro,38.320119,B2
A pe,55.49616,B2
A pe,55.49616,B2
A pe,38.320119,B2
A pe,38.320119,B2
Carro,38.320119,B2
Carro,38.320119,B2
A pe,38.320119,B2
A pe,38.320119,B2
A pe,30.122387,B2
A pe,30.122387,B2
A pe,44.452324,B2
A pe,44.452324,B2
A pe,38.320119,B2
A pe,38.320119,B2
Onibus,41.690313,B2
Onibus,41.690313,B2
Carro,135.680929,B1
Carro,135.680929,B1
Outros,1.0,B1
Outros,1.0,B1
Carro,135.680929,B1
Carro,135.680929,B1
Carro,135.680929,B1
Carro,135.680929,B1
Carro,36.809731,B1
Carro,36.809731,B1
Carro,36.809731,B1
Carro,36.809731,B1
A pe,55.49616,C1
A pe,55.49616,C1
Outros,1.0,C1
Onibus,60.37696,B2
Onibus,60.37696,B2
Outros,1.0,B2
Carro,38.320119,B1
Carro,38.320119,B1
Carro,38.320119,B1
Carro,38.320119,B1
Carro,30.122387,B1
Carro,30.122387,B1
Carro,38.320119,B1
Carro,38.320119,B1
Outros,1.0,A
Moto,38.320119,C1
Moto,38.320119,C1
Carro,38.320119,B2
Carro,38.320119,B2
Carro,38.320119,B2
Carro,38.320119,B2
Carro,55.49616,B1
Carro,55.49616,B1
Carro,55.49616,B1
Carro,55.49616,B1
Outros,1.0,B1
Carro,38.320119,B1
Carro,38.320119,B1
Onibus,41.690313,C2
Onibus,41.690313,C2
Onibus,41.690313,C2
Onibus,41.690313,C2
A pe,44.452324,C2
A pe,44.452324,C2
Onibus,56.410085,C2
Onibus,56.410085,C2
Carro,38.320119,B1
Carro,38.320119,B1
Carro,38.320119,B1
Carro,38.320119,B1
Outros,1.0,B1
Carro,38.320119,B2
A pe,38.320119,B2
A pe,38.320119,B2
Carro,38.320119,B2
Taxi,38.320119,B2
A pe,38.320119,B2
A pe,38.320119,B2
Taxi,38.320119,B2
Outros,1.0,B2
Metro,38.320119,B1
Metro,38.320119,B1
Metro,36.809731,B1
Metro,36.809731,B1
Metro,36.809731,B1
Carro,38.320119,B1
Carro,38.320119,B1
Carro,38.320119,B1
Carro,38.320119,B1
Carro,30.122387,B1
Carro,30.122387,B1
A pe,38.320119,B1
A pe,38.320119,B1
Carro,38.320119,B1
Carro,38.320119,B1
Carro,38.320119,B1
Carro,38.320119,B1
A pe,44.452324,B1
Carro,44.452324,B1
Outros,1.0,C2
Outros,1.0,C2
Outros,1.0,C1
Outros,1.0,C1
Carro,55.49616,B2
Carro,55.49616,B2
Carro,55.49616,B2
Carro,55.49616,B2
A pe,38.320119,C1
A pe,38.320119,C1
Carro,55.49616,C1
Carro,55.49616,C1
Outros,1.0,B2
Carro,38.320119,B2
Carro,38.320119,B2
Metro,55.49616,B2
Metro,55.49616,B2
Outros,1.0,B2
Outros,1.0,B2
Carro,38.320119,A
Carro,38.320119,A
Onibus,41.690313,A
Onibus,41.690313,A
A pe,38.320119,B2
A pe,38.320119,B2
A pe,38.320119,C1
Onibus,41.690313,C1
Carro,38.320119,C1
Onibus,41.690313,C1
Onibus,41.690313,C1
A pe,38.320119,B1
A pe,38.320119,B1
Taxi,38.320119,B1
Taxi,38.320119,B1
A pe,30.122387,B1
A pe,30.122387,B1
A pe,873.062737,C1
A pe,873.062737,C1
Onibus,1006.029925,C1
Onibus,1006.029925,C1
Onibus,1006.029925,C1
Outros,1.0,C1
Outros,1.0,C1
Outros,1.0,C2
A pe,604.1145849999999,C2
A pe,604.1145849999999,C2
A pe,632.090811,C2
A pe,632.090811,C2
Onibus,687.682205,C2
Onibus,687.682205,C2
Outros,1.0,C2
Carro,628.509066,C1
Carro,628.509066,C1
Carro,628.509066,C1
A pe,628.509066,C1
A pe,628.509066,C1
Outros,1.0,C1
Outros,1.0,C1
Outros,1.0,C1
A pe,639.847471,C1
A pe,639.847471,C1
A pe,639.847471,C1
A pe,639.847471,C1
Onibus,474.522626,C2
Onibus,474.522626,C2
Metro,436.162793,C2
Metro,436.162793,C2
Onibus,474.522626,C2
Onibus,474.522626,C2
Onibus,474.522626,C2
Onibus,474.522626,C2
Metro,430.875335,C2
Metro,430.875335,C2
Onibus,454.856458,C2
Onibus,454.856458,C2
Carro,436.162793,B1
Carro,436.162793,B1
Carro,436.162793,B1
Carro,436.162793,B1
Carro,436.162793,B1
Carro,436.162793,B1
Carro,436.162793,B1
A pe,418.086414,B1
A pe,418.086414,B1
Onibus,474.522626,B2
Onibus,474.522626,B2
A pe,411.80487,B2
A pe,411.80487,B2
A pe,411.80487,B2
A pe,411.80487,B2
Carro,436.162793,B1
A pe,436.162793,B1
A pe,436.162793,B1
Carro,436.162793,B1
Outros,1.0,B2
Outros,1.0,B2
Carro,436.162793,B2
Carro,436.162793,B2
Carro,436.162793,B2
Carro,292.38414,B1
Carro,292.38414,B1
Outros,1.0,B1
Carro,287.202953,C1
Carro,287.202953,C1
Carro,292.38414,B1
Carro,292.38414,B1
Carro,292.38414,B1
Carro,292.38414,B1
Carro,280.26654,B1
Carro,280.26654,B1
Onibus,292.38414,B1
A pe,292.38414,B1
A pe,292.38414,B1
Onibus,292.38414,B1
Taxi,287.202953,A
Taxi,287.202953,A
Onibus,723.069821,C2
Onibus,723.069821,C2
Metro,664.617734,C2
Onibus,723.069821,C2
Metro,732.858686,C2
Onibus,797.312458,C2
Outros,1.0,C2
Moto,703.929332,C1
Moto,703.929332,C1
Onibus,765.838812,C1
Onibus,765.838812,C1
Onibus,765.838812,C1
Onibus,765.838812,C1
Moto,703.929332,C1
Moto,703.929332,C1
Moto,703.929332,C1
Moto,703.929332,C1
Onibus,797.312458,C1
Onibus,797.312458,C1
Carro,703.929332,B2
Carro,703.929332,B2
Carro,703.929332,B2
Outros,1.0,B2
Carro,674.7556089999999,B2
Onibus,734.099305,B2
Carro,674.7556089999999,B2
Outros,1.0,C1
Onibus,765.838812,C1
Onibus,765.838812,C1
A pe,695.395829,C1
A pe,695.395829,C1
A pe,664.617734,C1
A pe,664.617734,C1
A pe,664.617734,C1
A pe,664.617734,C1
Outros,1.0,C1
Onibus,765.838812,C1
Taxi,703.929332,C1
A pe,703.929332,C1
Onibus,765.838812,C1
A pe,703.929332,C1
A pe,703.929332,C1
A pe,695.395829,C1
A pe,695.395829,C1
Outros,1.0,C1
Escolar,886.380167,C1
Escolar,886.380167,C1
A pe,886.380167,C1
A pe,886.380167,C1
Onibus,1006.029925,C1
Onibus,1006.029925,C1
Onibus,1006.029925,C1
Onibus,1006.029925,C1
Escolar,962.706195,C1
Escolar,962.706195,C1
A pe,924.703687,B2
A pe,924.703687,B2
Outros,1.0,D-E
Carro,639.847471,B2
Carro,639.847471,B2
Carro,639.847471,B2
Carro,639.847471,B2
Carro,639.847471,B2
Carro,639.847471,B2
Carro,639.847471,B2
Onibus,696.121052,B2
Onibus,696.121052,B2
Carro,632.090811,B2
Carro,632.090811,B2
Metro,632.090811,B2
Metro,632.090811,B2
Carro,613.329563,B2
Escolar,613.329563,B2
Carro,613.329563,B2
Escolar,613.329563,B2
Carro,613.329563,B2
Escolar,613.329563,B2
Escolar,613.329563,B2
Escolar,613.329563,B2
Outros,1.0,B2
A pe,639.847471,C1
A pe,639.847471,C1
Metro,639.847471,C1
Metro,639.847471,C1
Metro,639.847471,C1
Carro,639.847471,C1
A pe,639.847471,C1
A pe,639.847471,C1
Carro,639.847471,C1
Outros,1.0,C1
A pe,666.143255,C1
A pe,666.143255,C1
